,T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
1063,24.2,31.0,15.6,1016.7,62,1.9,2.4,9.4,126.0
1064,24.1,31.0,16.0,1015.3,63,1.6,2.2,10.7,232.33333333333331
1065,24.1,31.1,16.0,1014.3,65,1.6,5.0,14.4,215.54166666666663
1066,24.6,32.0,16.0,1012.1,63,1.6,4.1,7.6,239.41666666666663
1067,25.2,31.6,18.5,1011.7,63,1.9,9.4,14.8,196.54166666666663
1068,20.3,28.0,12.5,1015.7,44,3.1,8.3,18.3,232.54166666666663
1069,18.6,27.8,10.5,1014.7,58,1.4,1.1,3.5,185.5
1070,21.9,30.2,14.2,1009.6,74,1.3,4.1,9.4,257.6666666666667
1071,22.2,29.4,17.6,1011.4,77,2.3,5.4,14.8,166.875
1072,22.2,28.5,16.2,1015.2,67,2.4,4.8,9.4,135.16666666666666
1073,19.3,27.9,10.4,1016.4,59,2.9,2.0,9.4,135.58333333333334
1074,19.8,27.2,10.5,1016.3,64,2.1,0.7,5.4,152.04166666666666
1075,20.8,28.2,10.7,1018.0,65,1.9,0.9,5.4,141.41666666666666
1076,19.6,28.0,9.0,1014.6,56,2.4,2.4,11.1,91.75
1077,18.9,28.1,8.6,1016.7,58,1.9,3.5,9.4,99.91666666666669
1078,17.5,25.1,8.8,1015.7,67,1.9,4.8,22.2,119.70833333333331
1079,16.5,24.2,7.6,1016.3,70,1.8,2.8,11.1,110.875
1080,17.4,25.0,8.2,1014.9,66,1.8,1.1,7.6,200.33333333333331
1081,15.7,21.4,8.0,1022.8,74,1.9,5.9,14.8,25.08333333333333
1082,15.3,22.0,8.2,1022.3,78,1.9,5.6,13.0,57.08333333333334
1083,14.8,22.3,5.2,1018.9,67,2.1,4.6,11.1,349.29166666666674
1084,12.3,22.4,4.0,1017.9,74,1.3,1.1,3.5,188.04166666666663
1085,11.3,22.3,4.7,1017.7,82,1.1,3.0,3.5,310.25
1086,12.3,19.4,6.2,1016.8,80,1.3,6.7,25.9,204.375
1087,11.1,20.6,3.6,1015.7,76,1.3,3.0,9.4,223.25
1088,11.6,21.4,3.4,1017.1,76,1.1,2.4,5.4,248.95833333333331
